,date,country,continent,value
93428,2020-09-21,United Kingdom,Europe,652
93429,2020-09-22,United Kingdom,Europe,652
93430,2020-09-23,United Kingdom,Europe,654
93431,2020-09-24,United Kingdom,Europe,655
93432,2020-09-25,United Kingdom,Europe,656
93433,2020-09-26,United Kingdom,Europe,656
93434,2020-09-27,United Kingdom,Europe,656
93435,2020-09-28,United Kingdom,Europe,664
93436,2020-09-29,United Kingdom,Europe,664
93437,2020-09-30,United Kingdom,Europe,665
93438,2020-10-01,United Kingdom,Europe,665
93439,2020-10-02,United Kingdom,Europe,677
93440,2020-10-03,United Kingdom,Europe,678
93441,2020-10-04,United Kingdom,Europe,678
93442,2020-10-05,United Kingdom,Europe,686
93443,2020-10-06,United Kingdom,Europe,695
93444,2020-10-07,United Kingdom,Europe,698
93445,2020-10-08,United Kingdom,Europe,699
93446,2020-10-09,United Kingdom,Europe,699
93447,2020-10-10,United Kingdom,Europe,699
93448,2020-10-11,United Kingdom,Europe,699
93449,2020-10-12,United Kingdom,Europe,737
93450,2020-10-13,United Kingdom,Europe,741
93451,2020-10-14,United Kingdom,Europe,745
93452,2020-10-15,United Kingdom,Europe,748
93453,2020-10-16,United Kingdom,Europe,748
93454,2020-10-17,United Kingdom,Europe,748
93455,2020-10-18,United Kingdom,Europe,748
93456,2020-10-19,United Kingdom,Europe,767
93457,2020-10-20,United Kingdom,Europe,768
93458,2020-10-21,United Kingdom,Europe,775
93459,2020-10-22,United Kingdom,Europe,784
93460,2020-10-23,United Kingdom,Europe,795
93461,2020-10-24,United Kingdom,Europe,795
93462,2020-10-25,United Kingdom,Europe,795
93463,2020-10-26,United Kingdom,Europe,796
93464,2020-10-27,United Kingdom,Europe,822
93465,2020-10-28,United Kingdom,Europe,833
93466,2020-10-29,United Kingdom,Europe,836
93467,2020-10-30,United Kingdom,Europe,841
93468,2020-10-31,United Kingdom,Europe,841
93469,2020-11-01,United Kingdom,Europe,841
93470,2020-11-02,United Kingdom,Europe,845
93471,2020-11-03,United Kingdom,Europe,879
93472,2020-11-04,United Kingdom,Europe,893
93473,2020-11-05,United Kingdom,Europe,905
93474,2020-11-06,United Kingdom,Europe,921
93475,2020-11-07,United Kingdom,Europe,921
93476,2020-11-08,United Kingdom,Europe,921
93477,2020-11-09,United Kingdom,Europe,951
93478,2020-11-10,United Kingdom,Europe,972
93479,2020-11-11,United Kingdom,Europe,986
93480,2020-11-12,United Kingdom,Europe,1003
93481,2020-11-13,United Kingdom,Europe,1003
93482,2020-11-14,United Kingdom,Europe,1003
93483,2020-11-15,United Kingdom,Europe,1003
93484,2020-11-16,United Kingdom,Europe,1046
93485,2020-11-17,United Kingdom,Europe,1046
93486,2020-11-18,United Kingdom,Europe,1068
93487,2020-11-19,United Kingdom,Europe,1079
93488,2020-11-20,United Kingdom,Europe,1080
93489,2020-11-21,United Kingdom,Europe,1094
93490,2020-11-22,United Kingdom,Europe,1094
93491,2020-11-23,United Kingdom,Europe,1094
93492,2020-11-24,United Kingdom,Europe,1124
93493,2020-11-25,United Kingdom,Europe,1147
93494,2020-11-26,United Kingdom,Europe,1147
93495,2020-11-27,United Kingdom,Europe,1218
93496,2020-11-28,United Kingdom,Europe,1218
93497,2020-11-29,United Kingdom,Europe,1218
93498,2020-11-30,United Kingdom,Europe,1299
93499,2020-12-01,United Kingdom,Europe,1341
93500,2020-12-02,United Kingdom,Europe,1397
93501,2020-12-03,United Kingdom,Europe,1458
93502,2020-12-04,United Kingdom,Europe,1526
93503,2020-12-05,United Kingdom,Europe,1549
93504,2020-12-06,United Kingdom,Europe,1645
93505,2020-12-07,United Kingdom,Europe,1676
93506,2020-12-08,United Kingdom,Europe,1748
93507,2020-12-09,United Kingdom,Europe,1786
93508,2020-12-10,United Kingdom,Europe,1844
93509,2020-12-11,United Kingdom,Europe,1926
93510,2020-12-12,United Kingdom,Europe,1977
93511,2020-12-13,United Kingdom,Europe,2068
93512,2020-12-14,United Kingdom,Europe,2132
93513,2020-12-15,United Kingdom,Europe,2192
93514,2020-12-16,United Kingdom,Europe,2292
93515,2020-12-17,United Kingdom,Europe,2389
93516,2020-12-18,United Kingdom,Europe,2389
93517,2020-12-19,United Kingdom,Europe,2526
93518,2020-12-20,United Kingdom,Europe,2629
93519,2020-12-21,United Kingdom,Europe,2738
93520,2020-12-22,United Kingdom,Europe,2776
93521,2020-12-23,United Kingdom,Europe,2857
93522,2020-12-24,United Kingdom,Europe,2880
93523,2020-12-25,United Kingdom,Europe,2880
93524,2020-12-26,United Kingdom,Europe,2880
93525,2020-12-27,United Kingdom,Europe,2960
93526,2020-12-28,United Kingdom,Europe,2989
93527,2020-12-29,United Kingdom,Europe,3004
93528,2020-12-30,United Kingdom,Europe,3024
93529,2020-12-31,United Kingdom,Europe,3058
93530,2021-01-01,United Kingdom,Europe,3059
93531,2021-01-02,United Kingdom,Europe,3059
93532,2021-01-03,United Kingdom,Europe,3121
93533,2021-01-04,United Kingdom,Europe,3142
93534,2021-01-05,United Kingdom,Europe,3164
93535,2021-01-06,United Kingdom,Europe,3194
93536,2021-01-07,United Kingdom,Europe,3210
93537,2021-01-08,United Kingdom,Europe,3223
93538,2021-01-09,United Kingdom,Europe,3260
93539,2021-01-10,United Kingdom,Europe,3277
93540,2021-01-11,United Kingdom,Europe,3299
93541,2021-01-12,United Kingdom,Europe,3310
93542,2021-01-13,United Kingdom,Europe,3324
93543,2021-01-14,United Kingdom,Europe,3337
93544,2021-01-15,United Kingdom,Europe,3353
93545,2021-01-16,United Kingdom,Europe,3356
93546,2021-01-17,United Kingdom,Europe,3363
93547,2021-01-18,United Kingdom,Europe,3370
93548,2021-01-19,United Kingdom,Europe,3386
93549,2020-01-22,United Kingdom,Europe,0
93550,2020-01-23,United Kingdom,Europe,0
93551,2020-01-24,United Kingdom,Europe,0
93552,2020-01-25,United Kingdom,Europe,0
93553,2020-01-26,United Kingdom,Europe,0
93554,2020-01-27,United Kingdom,Europe,0
93555,2020-01-28,United Kingdom,Europe,0
93556,2020-01-29,United Kingdom,Europe,0
93557,2020-01-30,United Kingdom,Europe,0
93558,2020-01-31,United Kingdom,Europe,0
93559,2020-02-01,United Kingdom,Europe,0
93560,2020-02-02,United Kingdom,Europe,0
93561,2020-02-03,United Kingdom,Europe,0
93562,2020-02-04,United Kingdom,Europe,0
93563,2020-02-05,United Kingdom,Europe,0
93564,2020-02-06,United Kingdom,Europe,0
93565,2020-02-07,United Kingdom,Europe,0
93566,2020-02-08,United Kingdom,Europe,0
93567,2020-02-09,United Kingdom,Europe,0
93568,2020-02-10,United Kingdom,Europe,0
93569,2020-02-11,United Kingdom,Europe,0
93570,2020-02-12,United Kingdom,Europe,0
93571,2020-02-13,United Kingdom,Europe,0
93572,2020-02-14,United Kingdom,Europe,0
93573,2020-02-15,United Kingdom,Europe,0
93574,2020-02-16,United Kingdom,Europe,0
93575,2020-02-17,United Kingdom,Europe,0
93576,2020-02-18,United Kingdom,Europe,0
93577,2020-02-19,United Kingdom,Europe,0
93578,2020-02-20,United Kingdom,Europe,0
93579,2020-02-21,United Kingdom,Europe,0
93580,2020-02-22,United Kingdom,Europe,0
93581,2020-02-23,United Kingdom,Europe,0
93582,2020-02-24,United Kingdom,Europe,0
93583,2020-02-25,United Kingdom,Europe,0
93584,2020-02-26,United Kingdom,Europe,0
93585,2020-02-27,United Kingdom,Europe,0
93586,2020-02-28,United Kingdom,Europe,0
93587,2020-02-29,United Kingdom,Europe,0
93588,2020-03-01,United Kingdom,Europe,0
93589,2020-03-02,United Kingdom,Europe,0
93590,2020-03-03,United Kingdom,Europe,0
93591,2020-03-04,United Kingdom,Europe,0
93592,2020-03-05,United Kingdom,Europe,0
93593,2020-03-06,United Kingdom,Europe,0
93594,2020-03-07,United Kingdom,Europe,0
93595,2020-03-08,United Kingdom,Europe,0
93596,2020-03-09,United Kingdom,Europe,0
93597,2020-03-10,United Kingdom,Europe,0
93598,2020-03-11,United Kingdom,Europe,0
93599,2020-03-12,United Kingdom,Europe,0
93600,2020-03-13,United Kingdom,Europe,0
93601,2020-03-14,United Kingdom,Europe,0
93602,2020-03-15,United Kingdom,Europe,0
93603,2020-03-16,United Kingdom,Europe,0
93604,2020-03-17,United Kingdom,Europe,0
93605,2020-03-18,United Kingdom,Europe,0
93606,2020-03-19,United Kingdom,Europe,0
93607,2020-03-20,United Kingdom,Europe,0
93608,2020-03-21,United Kingdom,Europe,0
93609,2020-03-22,United Kingdom,Europe,0
93610,2020-03-23,United Kingdom,Europe,0
93611,2020-03-24,United Kingdom,Europe,0
93612,2020-03-25,United Kingdom,Europe,0
93613,2020-03-26,United Kingdom,Europe,0
93614,2020-03-27,United Kingdom,Europe,0
93615,2020-03-28,United Kingdom,Europe,0
93616,2020-03-29,United Kingdom,Europe,0
93617,2020-03-30,United Kingdom,Europe,0
93618,2020-03-31,United Kingdom,Europe,0
93619,2020-04-01,United Kingdom,Europe,0
93620,2020-04-02,United Kingdom,Europe,0
93621,2020-04-03,United Kingdom,Europe,0
93622,2020-04-04,United Kingdom,Europe,1
93623,2020-04-05,United Kingdom,Europe,2
93624,2020-04-06,United Kingdom,Europe,2
93625,2020-04-07,United Kingdom,Europe,2
93626,2020-04-08,United Kingdom,Europe,5
93627,2020-04-09,United Kingdom,Europe,5
93628,2020-04-10,United Kingdom,Europe,5
93629,2020-04-11,United Kingdom,Europe,5
93630,2020-04-12,United Kingdom,Europe,5
93631,2020-04-13,United Kingdom,Europe,5
93632,2020-04-14,United Kingdom,Europe,11
93633,2020-04-15,United Kingdom,Europe,11
93634,2020-04-16,United Kingdom,Europe,11
93635,2020-04-17,United Kingdom,Europe,11
93636,2020-04-18,United Kingdom,Europe,11
93637,2020-04-19,United Kingdom,Europe,11
93638,2020-04-20,United Kingdom,Europe,11
93639,2020-04-21,United Kingdom,Europe,11
93640,2020-04-22,United Kingdom,Europe,11
93641,2020-04-23,United Kingdom,Europe,12
93642,2020-04-24,United Kingdom,Europe,13
93643,2020-04-25,United Kingdom,Europe,13
93644,2020-04-26,United Kingdom,Europe,13
93645,2020-04-27,United Kingdom,Europe,13
93646,2020-04-28,United Kingdom,Europe,13
93647,2020-04-29,United Kingdom,Europe,13
93648,2020-04-30,United Kingdom,Europe,13
93649,2020-05-01,United Kingdom,Europe,13
93650,2020-05-02,United Kingdom,Europe,13
93651,2020-05-03,United Kingdom,Europe,13
93652,2020-05-04,United Kingdom,Europe,13
93653,2020-05-05,United Kingdom,Europe,13
93654,2020-05-06,United Kingdom,Europe,13
93655,2020-05-07,United Kingdom,Europe,13
93656,2020-05-08,United Kingdom,Europe,13
93657,2020-05-09,United Kingdom,Europe,13
93658,2020-05-10,United Kingdom,Europe,13
93659,2020-05-11,United Kingdom,Europe,13
93660,2020-05-12,United Kingdom,Europe,13
93661,2020-05-13,United Kingdom,Europe,13
93662,2020-05-14,United Kingdom,Europe,13
93663,2020-05-15,United Kingdom,Europe,13
93664,2020-05-16,United Kingdom,Europe,13
93665,2020-05-17,United Kingdom,Europe,13
93666,2020-05-18,United Kingdom,Europe,13
93667,2020-05-19,United Kingdom,Europe,13
93668,2020-05-20,United Kingdom,Europe,13
93669,2020-05-21,United Kingdom,Europe,13
93670,2020-05-22,United Kingdom,Europe,13
93671,2020-05-23,United Kingdom,Europe,13
93672,2020-05-24,United Kingdom,Europe,13
93673,2020-05-25,United Kingdom,Europe,13
93674,2020-05-26,United Kingdom,Europe,13
93675,2020-05-27,United Kingdom,Europe,13
93676,2020-05-28,United Kingdom,Europe,13
93677,2020-05-29,United Kingdom,Europe,13
93678,2020-05-30,United Kingdom,Europe,13
93679,2020-05-31,United Kingdom,Europe,13
93680,2020-06-01,United Kingdom,Europe,13
93681,2020-06-02,United Kingdom,Europe,13
93682,2020-06-03,United Kingdom,Europe,13
93683,2020-06-04,United Kingdom,Europe,13
93684,2020-06-05,United Kingdom,Europe,13
93685,2020-06-06,United Kingdom,Europe,13
93686,2020-06-07,United Kingdom,Europe,13
93687,2020-06-08,United Kingdom,Europe,13
93688,2020-06-09,United Kingdom,Europe,13
93689,2020-06-10,United Kingdom,Europe,13
93690,2020-06-11,United Kingdom,Europe,13
93691,2020-06-12,United Kingdom,Europe,13
93692,2020-06-13,United Kingdom,Europe,13
93693,2020-06-14,United Kingdom,Europe,13
93694,2020-06-15,United Kingdom,Europe,13
93695,2020-06-16,United Kingdom,Europe,13
93696,2020-06-17,United Kingdom,Europe,13
93697,2020-06-18,United Kingdom,Europe,13
93698,2020-06-19,United Kingdom,Europe,13
93699,2020-06-20,United Kingdom,Europe,13
93700,2020-06-21,United Kingdom,Europe,13
93701,2020-06-22,United Kingdom,Europe,13
93702,2020-06-23,United Kingdom,Europe,13
93703,2020-06-24,United Kingdom,Europe,13
93704,2020-06-25,United Kingdom,Europe,13
93705,2020-06-26,United Kingdom,Europe,13
93706,2020-06-27,United Kingdom,Europe,13
93707,2020-06-28,United Kingdom,Europe,13
93708,2020-06-29,United Kingdom,Europe,13
93709,2020-06-30,United Kingdom,Europe,13
93710,2020-07-01,United Kingdom,Europe,13
93711,2020-07-02,United Kingdom,Europe,13
93712,2020-07-03,United Kingdom,Europe,13
93713,2020-07-04,United Kingdom,Europe,13
93714,2020-07-05,United Kingdom,Europe,13
93715,2020-07-06,United Kingdom,Europe,13
93716,2020-07-07,United Kingdom,Europe,13
93717,2020-07-08,United Kingdom,Europe,13
93718,2020-07-09,United Kingdom,Europe,13
93719,2020-07-10,United Kingdom,Europe,13
93720,2020-07-11,United Kingdom,Europe,13
93721,2020-07-12,United Kingdom,Europe,13
93722,2020-07-13,United Kingdom,Europe,13
93723,2020-07-14,United Kingdom,Europe,13
93724,2020-07-15,United Kingdom,Europe,13
93725,2020-07-16,United Kingdom,Europe,13
93726,2020-07-17,United Kingdom,Europe,13
93727,2020-07-18,United Kingdom,Europe,13
93728,2020-07-19,United Kingdom,Europe,13
93729,2020-07-20,United Kingdom,Europe,13
93730,2020-07-21,United Kingdom,Europe,13
93731,2020-07-22,United Kingdom,Europe,13
93732,2020-07-23,United Kingdom,Europe,13
93733,2020-07-24,United Kingdom,Europe,13
93734,2020-07-25,United Kingdom,Europe,13
93735,2020-07-26,United Kingdom,Europe,13
93736,2020-07-27,United Kingdom,Europe,13
93737,2020-07-28,United Kingdom,Europe,13
93738,2020-07-29,United Kingdom,Europe,13
93739,2020-07-30,United Kingdom,Europe,13
93740,2020-07-31,United Kingdom,Europe,13
93741,2020-08-01,United Kingdom,Europe,13
93742,2020-08-02,United Kingdom,Europe,13
93743,2020-08-03,United Kingdom,Europe,13
93744,2020-08-04,United Kingdom,Europe,13
93745,2020-08-05,United Kingdom,Europe,13
93746,2020-08-06,United Kingdom,Europe,13
93747,2020-08-07,United Kingdom,Europe,13
93748,2020-08-08,United Kingdom,Europe,13
93749,2020-08-09,United Kingdom,Europe,13
93750,2020-08-10,United Kingdom,Europe,13
93751,2020-08-11,United Kingdom,Europe,13
93752,2020-08-12,United Kingdom,Europe,13
93753,2020-08-13,United Kingdom,Europe,13
93754,2020-08-14,United Kingdom,Europe,13
93755,2020-08-15,United Kingdom,Europe,13
93756,2020-08-16,United Kingdom,Europe,13
93757,2020-08-17,United Kingdom,Europe,13
93758,2020-08-18,United Kingdom,Europe,13
93759,2020-08-19,United Kingdom,Europe,13
93760,2020-08-20,United Kingdom,Europe,13
93761,2020-08-21,United Kingdom,Europe,13
93762,2020-08-22,United Kingdom,Europe,13
93763,2020-08-23,United Kingdom,Europe,13
93764,2020-08-24,United Kingdom,Europe,13
93765,2020-08-25,United Kingdom,Europe,13
93766,2020-08-26,United Kingdom,Europe,13
93767,2020-08-27,United Kingdom,Europe,13
93768,2020-08-28,United Kingdom,Europe,13
93769,2020-08-29,United Kingdom,Europe,13
93770,2020-08-30,United Kingdom,Europe,13
93771,2020-08-31,United Kingdom,Europe,13
93772,2020-09-01,United Kingdom,Europe,13
93773,2020-09-02,United Kingdom,Europe,13
93774,2020-09-03,United Kingdom,Europe,13
93775,2020-09-04,United Kingdom,Europe,13
93776,2020-09-05,United Kingdom,Europe,13
93777,2020-09-06,United Kingdom,Europe,13
93778,2020-09-07,United Kingdom,Europe,13
93779,2020-09-08,United Kingdom,Europe,13
93780,2020-09-09,United Kingdom,Europe,13
93781,2020-09-10,United Kingdom,Europe,13
93782,2020-09-11,United Kingdom,Europe,13
93783,2020-09-12,United Kingdom,Europe,13
93784,2020-09-13,United Kingdom,Europe,13
93785,2020-09-14,United Kingdom,Europe,13
93786,2020-09-15,United Kingdom,Europe,13
93787,2020-09-16,United Kingdom,Europe,13
93788,2020-09-17,United Kingdom,Europe,13
93789,2020-09-18,United Kingdom,Europe,13
93790,2020-09-19,United Kingdom,Europe,13
93791,2020-09-20,United Kingdom,Europe,13
93792,2020-09-21,United Kingdom,Europe,13
93793,2020-09-22,United Kingdom,Europe,13
93794,2020-09-23,United Kingdom,Europe,13
93795,2020-09-24,United Kingdom,Europe,13
93796,2020-09-25,United Kingdom,Europe,13
93797,2020-09-26,United Kingdom,Europe,13
93798,2020-09-27,United Kingdom,Europe,13
93799,2020-09-28,United Kingdom,Europe,13
93800,2020-09-29,United Kingdom,Europe,13
93801,2020-09-30,United Kingdom,Europe,13
93802,2020-10-01,United Kingdom,Europe,13
93803,2020-10-02,United Kingdom,Europe,13
93804,2020-10-03,United Kingdom,Europe,13
93805,2020-10-04,United Kingdom,Europe,13
93806,2020-10-05,United Kingdom,Europe,13
93807,2020-10-06,United Kingdom,Europe,13
93808,2020-10-07,United Kingdom,Europe,13
93809,2020-10-08,United Kingdom,Europe,13
93810,2020-10-09,United Kingdom,Europe,13
93811,2020-10-10,United Kingdom,Europe,13
93812,2020-10-11,United Kingdom,Europe,13
93813,2020-10-12,United Kingdom,Europe,13
93814,2020-10-13,United Kingdom,Europe,13
93815,2020-10-14,United Kingdom,Europe,13
93816,2020-10-15,United Kingdom,Europe,13
93817,2020-10-16,United Kingdom,Europe,13
93818,2020-10-17,United Kingdom,Europe,13
93819,2020-10-18,United Kingdom,Europe,13
93820,2020-10-19,United Kingdom,Europe,13
93821,2020-10-20,United Kingdom,Europe,13
93822,2020-10-21,United Kingdom,Europe,13
93823,2020-10-22,United Kingdom,Europe,13
93824,2020-10-23,United Kingdom,Europe,13
93825,2020-10-24,United Kingdom,Europe,13
93826,2020-10-25,United Kingdom,Europe,13
93827,2020-10-26,United Kingdom,Europe,13
93828,2020-10-27,United Kingdom,Europe,13
93829,2020-10-28,United Kingdom,Europe,13
93830,2020-10-29,United Kingdom,Europe,13
93831,2020-10-30,United Kingdom,Europe,13
93832,2020-10-31,United Kingdom,Europe,13
93833,2020-11-01,United Kingdom,Europe,13
93834,2020-11-02,United Kingdom,Europe,13
93835,2020-11-03,United Kingdom,Europe,13
93836,2020-11-04,United Kingdom,Europe,13
93837,2020-11-05,United Kingdom,Europe,13
93838,2020-11-06,United Kingdom,Europe,13
93839,2020-11-07,United Kingdom,Europe,13
93840,2020-11-08,United Kingdom,Europe,13
93841,2020-11-09,United Kingdom,Europe,13
93842,2020-11-10,United Kingdom,Europe,13
93843,2020-11-11,United Kingdom,Europe,14
93844,2020-11-12,United Kingdom,Europe,14
93845,2020-11-13,United Kingdom,Europe,15
93846,2020-11-14,United Kingdom,Europe,15
93847,2020-11-15,United Kingdom,Europe,15
93848,2020-11-16,United Kingdom,Europe,15
93849,2020-11-17,United Kingdom,Europe,15
93850,2020-11-18,United Kingdom,Europe,16
93851,2020-11-19,United Kingdom,Europe,16
93852,2020-11-20,United Kingdom,Europe,16
93853,2020-11-21,United Kingdom,Europe,16
93854,2020-11-22,United Kingdom,Europe,16
93855,2020-11-23,United Kingdom,Europe,16
93856,2020-11-24,United Kingdom,Europe,16
93857,2020-11-25,United Kingdom,Europe,16
93858,2020-11-26,United Kingdom,Europe,16
93859,2020-11-27,United Kingdom,Europe,16
93860,2020-11-28,United Kingdom,Europe,16
93861,2020-11-29,United Kingdom,Europe,16
93862,2020-11-30,United Kingdom,Europe,16
93863,2020-12-01,United Kingdom,Europe,16
93864,2020-12-02,United Kingdom,Europe,17
93865,2020-12-03,United Kingdom,Europe,17
93866,2020-12-04,United Kingdom,Europe,17
93867,2020-12-05,United Kingdom,Europe,17
93868,2020-12-06,United Kingdom,Europe,17
93869,2020-12-07,United Kingdom,Europe,17
93870,2020-12-08,United Kingdom,Europe,17
93871,2020-12-09,United Kingdom,Europe,17
93872,2020-12-10,United Kingdom,Europe,17
93873,2020-12-11,United Kingdom,Europe,17
93874,2020-12-12,United Kingdom,Europe,17
93875,2020-12-13,United Kingdom,Europe,17
93876,2020-12-14,United Kingdom,Europe,17
93877,2020-12-15,United Kingdom,Europe,23
93878,2020-12-16,United Kingdom,Europe,23
93879,2020-12-17,United Kingdom,Europe,23
93880,2020-12-18,United Kingdom,Europe,23
93881,2020-12-19,United Kingdom,Europe,23
93882,2020-12-20,United Kingdom,Europe,23
93883,2020-12-21,United Kingdom,Europe,23
93884,2020-12-22,United Kingdom,Europe,29
93885,2020-12-23,United Kingdom,Europe,29
93886,2020-12-24,United Kingdom,Europe,29
93887,2020-12-25,United Kingdom,Europe,29
93888,2020-12-26,United Kingdom,Europe,29
93889,2020-12-27,United Kingdom,Europe,29
93890,2020-12-28,United Kingdom,Europe,29
93891,2020-12-29,United Kingdom,Europe,29
93892,2020-12-30,United Kingdom,Europe,29
93893,2020-12-31,United Kingdom,Europe,29
93894,2021-01-01,United Kingdom,Europe,29
93895,2021-01-02,United Kingdom,Europe,29
93896,2021-01-03,United Kingdom,Europe,29
93897,2021-01-04,United Kingdom,Europe,29
93898,2021-01-05,United Kingdom,Europe,29
93899,2021-01-06,United Kingdom,Europe,29
93900,2021-01-07,United Kingdom,Europe,29
93901,2021-01-08,United Kingdom,Europe,29
93902,2021-01-09,United Kingdom,Europe,29
93903,2021-01-10,United Kingdom,Europe,29
93904,2021-01-11,United Kingdom,Europe,29
93905,2021-01-12,United Kingdom,Europe,29
93906,2021-01-13,United Kingdom,Europe,32
93907,2021-01-14,United Kingdom,Europe,32
93908,2021-01-15,United Kingdom,Europe,32
93909,2021-01-16,United Kingdom,Europe,32
93910,2021-01-17,United Kingdom,Europe,32
93911,2021-01-18,United Kingdom,Europe,32
93912,2021-01-19,United Kingdom,Europe,32
93913,2020-01-22,United Kingdom,Europe,0
93914,2020-01-23,United Kingdom,Europe,0
93915,2020-01-24,United Kingdom,Europe,0
93916,2020-01-25,United Kingdom,Europe,0
93917,2020-01-26,United Kingdom,Europe,0
93918,2020-01-27,United Kingdom,Europe,0
93919,2020-01-28,United Kingdom,Europe,0
93920,2020-01-29,United Kingdom,Europe,0
93921,2020-01-30,United Kingdom,Europe,0
93922,2020-01-31,United Kingdom,Europe,0
93923,2020-02-01,United Kingdom,Europe,0
93924,2020-02-02,United Kingdom,Europe,0
93925,2020-02-03,United Kingdom,Europe,0
93926,2020-02-04,United Kingdom,Europe,0
93927,2020-02-05,United Kingdom,Europe,0
93928,2020-02-06,United Kingdom,Europe,0
93929,2020-02-07,United Kingdom,Europe,0
93930,2020-02-08,United Kingdom,Europe,0
93931,2020-02-09,United Kingdom,Europe,0
93932,2020-02-10,United Kingdom,Europe,0
93933,2020-02-11,United Kingdom,Europe,0
93934,2020-02-12,United Kingdom,Europe,0
93935,2020-02-13,United Kingdom,Europe,0
93936,2020-02-14,United Kingdom,Europe,0
93937,2020-02-15,United Kingdom,Europe,0
93938,2020-02-16,United Kingdom,Europe,0
93939,2020-02-17,United Kingdom,Europe,0
93940,2020-02-18,United Kingdom,Europe,0
93941,2020-02-19,United Kingdom,Europe,0
93942,2020-02-20,United Kingdom,Europe,0
93943,2020-02-21,United Kingdom,Europe,0
93944,2020-02-22,United Kingdom,Europe,0
93945,2020-02-23,United Kingdom,Europe,0
93946,2020-02-24,United Kingdom,Europe,0
93947,2020-02-25,United Kingdom,Europe,0
93948,2020-02-26,United Kingdom,Europe,0
93949,2020-02-27,United Kingdom,Europe,0
93950,2020-02-28,United Kingdom,Europe,0
93951,2020-02-29,United Kingdom,Europe,0
93952,2020-03-01,United Kingdom,Europe,0
93953,2020-03-02,United Kingdom,Europe,0
93954,2020-03-03,United Kingdom,Europe,0
93955,2020-03-04,United Kingdom,Europe,1
93956,2020-03-05,United Kingdom,Europe,1
93957,2020-03-06,United Kingdom,Europe,1
93958,2020-03-07,United Kingdom,Europe,1
93959,2020-03-08,United Kingdom,Europe,1
93960,2020-03-09,United Kingdom,Europe,1
93961,2020-03-10,United Kingdom,Europe,1
93962,2020-03-11,United Kingdom,Europe,1
93963,2020-03-12,United Kingdom,Europe,1
93964,2020-03-13,United Kingdom,Europe,1
93965,2020-03-14,United Kingdom,Europe,1
93966,2020-03-15,United Kingdom,Europe,1
93967,2020-03-16,United Kingdom,Europe,1
93968,2020-03-17,United Kingdom,Europe,3
93969,2020-03-18,United Kingdom,Europe,8
93970,2020-03-19,United Kingdom,Europe,10
93971,2020-03-20,United Kingdom,Europe,10
93972,2020-03-21,United Kingdom,Europe,10
93973,2020-03-22,United Kingdom,Europe,15
93974,2020-03-23,United Kingdom,Europe,15
93975,2020-03-24,United Kingdom,Europe,15
93976,2020-03-25,United Kingdom,Europe,26
93977,2020-03-26,United Kingdom,Europe,35
93978,2020-03-27,United Kingdom,Europe,55
93979,2020-03-28,United Kingdom,Europe,56
93980,2020-03-29,United Kingdom,Europe,65
93981,2020-03-30,United Kingdom,Europe,69
93982,2020-03-31,United Kingdom,Europe,69
93983,2020-04-01,United Kingdom,Europe,81
93984,2020-04-02,United Kingdom,Europe,88
93985,2020-04-03,United Kingdom,Europe,95
93986,2020-04-04,United Kingdom,Europe,98
93987,2020-04-05,United Kingdom,Europe,103
93988,2020-04-06,United Kingdom,Europe,109
93989,2020-04-07,United Kingdom,Europe,113
93990,2020-04-08,United Kingdom,Europe,120
93991,2020-04-09,United Kingdom,Europe,123
93992,2020-04-10,United Kingdom,Europe,127
93993,2020-04-11,United Kingdom,Europe,129
93994,2020-04-12,United Kingdom,Europe,129
93995,2020-04-13,United Kingdom,Europe,129
93996,2020-04-14,United Kingdom,Europe,129
93997,2020-04-15,United Kingdom,Europe,131
93998,2020-04-16,United Kingdom,Europe,131
93999,2020-04-17,United Kingdom,Europe,132
94000,2020-04-18,United Kingdom,Europe,132
94001,2020-04-19,United Kingdom,Europe,132
94002,2020-04-20,United Kingdom,Europe,132
94003,2020-04-21,United Kingdom,Europe,132
94004,2020-04-22,United Kingdom,Europe,132
94005,2020-04-23,United Kingdom,Europe,133
94006,2020-04-24,United Kingdom,Europe,133
94007,2020-04-25,United Kingdom,Europe,136
94008,2020-04-26,United Kingdom,Europe,141
94009,2020-04-27,United Kingdom,Europe,141
94010,2020-04-28,United Kingdom,Europe,141
94011,2020-04-29,United Kingdom,Europe,141
94012,2020-04-30,United Kingdom,Europe,144
94013,2020-05-01,United Kingdom,Europe,144
94014,2020-05-02,United Kingdom,Europe,144
94015,2020-05-03,United Kingdom,Europe,144
94016,2020-05-04,United Kingdom,Europe,144
94017,2020-05-05,United Kingdom,Europe,144
94018,2020-05-06,United Kingdom,Europe,144
94019,2020-05-07,United Kingdom,Europe,144
94020,2020-05-08,United Kingdom,Europe,146
94021,2020-05-09,United Kingdom,Europe,146
94022,2020-05-10,United Kingdom,Europe,146
94023,2020-05-11,United Kingdom,Europe,147
94024,2020-05-12,United Kingdom,Europe,148
94025,2020-05-13,United Kingdom,Europe,147
94026,2020-05-14,United Kingdom,Europe,147
94027,2020-05-15,United Kingdom,Europe,147
94028,2020-05-16,United Kingdom,Europe,147
94029,2020-05-17,United Kingdom,Europe,147
94030,2020-05-18,United Kingdom,Europe,147
94031,2020-05-19,United Kingdom,Europe,147
94032,2020-05-20,United Kingdom,Europe,149
